Organism,Country,Year,Prophet_Forecast_%,Prophet_CI_Lower_%,Prophet_CI_Upper_%
Pseudomonas aeruginosa,China,2028.0,30.73,8.08,51.0
Pseudomonas aeruginosa,China,2029.0,30.59,6.51,51.55
Pseudomonas aeruginosa,China,2030.0,30.45,9.58,51.32
Pseudomonas aeruginosa,Colombia,2025.0,40.19,27.54,52.65
Pseudomonas aeruginosa,Colombia,2026.0,40.96,27.37,52.28
Pseudomonas aeruginosa,Colombia,2027.0,41.73,29.69,52.75
Pseudomonas aeruginosa,Colombia,2028.0,42.5,30.51,55.74
Pseudomonas aeruginosa,Colombia,2029.0,43.28,31.55,54.79
Pseudomonas aeruginosa,Colombia,2030.0,44.05,32.6,57.1
Pseudomonas aeruginosa,Croatia,2025.0,42.34,21.01,62.57
Pseudomonas aeruginosa,Croatia,2026.0,42.56,21.81,63.58
Pseudomonas aeruginosa,Croatia,2027.0,42.78,22.19,65.63
Pseudomonas aeruginosa,Croatia,2028.0,43.0,18.83,64.01
Pseudomonas aeruginosa,Croatia,2029.0,43.22,22.31,65.57
Pseudomonas aeruginosa,Croatia,2030.0,43.43,21.72,64.87
Pseudomonas aeruginosa,Denmark,2025.0,17.91,9.19,24.37
Pseudomonas aeruginosa,Denmark,2026.0,18.71,11.31,26.8
Pseudomonas aeruginosa,Denmark,2027.0,19.51,10.95,27.61
Pseudomonas aeruginosa,Denmark,2028.0,20.31,12.42,28.99
Pseudomonas aeruginosa,Denmark,2029.0,21.11,13.64,29.15
Pseudomonas aeruginosa,Denmark,2030.0,21.9,14.04,30.39
Pseudomonas aeruginosa,France,2025.0,24.47,13.28,36.87
Pseudomonas aeruginosa,France,2026.0,24.62,11.45,36.86
Pseudomonas aeruginosa,France,2027.0,24.77,13.14,36.96
Pseudomonas aeruginosa,France,2028.0,24.92,13.1,36.82
Pseudomonas aeruginosa,France,2029.0,25.07,12.69,36.92
Pseudomonas aeruginosa,France,2030.0,25.21,13.08,35.19
Pseudomonas aeruginosa,Germany,2025.0,23.4,10.52,34.7
Pseudomonas aeruginosa,Germany,2026.0,24.14,10.99,35.46
Pseudomonas aeruginosa,Germany,2027.0,24.88,12.76,37.62
Pseudomonas aeruginosa,Germany,2028.0,25.62,13.29,36.97
Pseudomonas aeruginosa,Germany,2029.0,26.37,14.03,38.53
Pseudomonas aeruginosa,Germany,2030.0,27.11,16.57,39.91
Pseudomonas aeruginosa,India,2025.0,56.91,40.38,73.6
Pseudomonas aeruginosa,India,2026.0,58.5,41.73,74.88
Pseudomonas aeruginosa,India,2027.0,60.09,45.07,76.17
Pseudomonas aeruginosa,India,2028.0,61.68,45.86,78.46
Pseudomonas aeruginosa,India,2029.0,63.27,47.14,80.85
Pseudomonas aeruginosa,India,2030.0,64.87,49.65,79.96
Pseudomonas aeruginosa,Italy,2025.0,25.14,13.48,36.17
Pseudomonas aeruginosa,Italy,2026.0,25.02,13.22,36.65
Pseudomonas aeruginosa,Italy,2027.0,24.9,13.72,36.29
Pseudomonas aeruginosa,Italy,2028.0,24.78,13.75,35.09
Pseudomonas aeruginosa,Italy,2029.0,24.65,12.9,36.2
Pseudomonas aeruginosa,Italy,2030.0,24.53,13.73,37.08
Pseudomonas aeruginosa,Mexico,2025.0,38.33,25.0,50.13
Pseudomonas aeruginosa,Mexico,2026.0,38.84,25.95,52.06
Pseudomonas aeruginosa,Mexico,2027.0,39.34,27.5,52.89
Pseudomonas aeruginosa,Mexico,2028.0,39.85,26.36,52.64
Pseudomonas aeruginosa,Mexico,2029.0,40.35,27.0,53.12
Pseudomonas aeruginosa,Mexico,2030.0,40.85,27.71,54.17
Pseudomonas aeruginosa,Portugal,2025.0,33.34,23.35,42.91
Pseudomonas aeruginosa,Portugal,2026.0,34.82,24.84,44.61
Pseudomonas aeruginosa,Portugal,2027.0,36.3,25.99,46.32
Pseudomonas aeruginosa,Portugal,2028.0,37.78,27.41,47.95
Pseudomonas aeruginosa,Portugal,2029.0,39.26,29.07,48.29
Pseudomonas aeruginosa,Portugal,2030.0,40.74,30.71,51.14
Pseudomonas aeruginosa,Spain,2025.0,23.69,12.0,35.64
Pseudomonas aeruginosa,Spain,2026.0,23.75,11.54,34.4
Pseudomonas aeruginosa,Spain,2027.0,23.81,10.76,36.21
Pseudomonas aeruginosa,Spain,2028.0,23.86,11.31,35.67
Pseudomonas aeruginosa,Spain,2029.0,23.92,11.15,35.8
Pseudomonas aeruginosa,Spain,2030.0,23.98,12.83,35.67
Pseudomonas aeruginosa,Taiwan,2025.0,26.85,12.17,42.17
Pseudomonas aeruginosa,Taiwan,2026.0,26.99,11.74,40.91
Pseudomonas aeruginosa,Taiwan,2027.0,27.12,12.92,40.63
Pseudomonas aeruginosa,Taiwan,2028.0,27.26,13.29,41.21
Pseudomonas aeruginosa,Taiwan,2029.0,27.4,13.92,42.11
Pseudomonas aeruginosa,Taiwan,2030.0,27.54,12.54,40.8
Pseudomonas aeruginosa,United Kingdom,2025.0,16.34,12.16,21.35
Pseudomonas aeruginosa,United Kingdom,2026.0,17.0,12.6,22.22
Pseudomonas aeruginosa,United Kingdom,2027.0,17.66,12.62,22.18
Pseudomonas aeruginosa,United Kingdom,2028.0,18.32,13.22,23.37
Pseudomonas aeruginosa,United Kingdom,2029.0,18.98,13.42,23.89
Pseudomonas aeruginosa,United Kingdom,2030.0,19.64,14.67,24.69
Pseudomonas aeruginosa,United States,2025.0,24.22,15.46,32.75
Pseudomonas aeruginosa,United States,2026.0,24.9,16.26,33.56
Pseudomonas aeruginosa,United States,2027.0,25.58,16.96,33.73
Pseudomonas aeruginosa,United States,2028.0,26.26,17.53,34.47
Pseudomonas aeruginosa,United States,2029.0,26.95,17.76,35.36
Pseudomonas aeruginosa,United States,2030.0,27.63,19.82,36.46
Enterobacter cloacae,Canada,2025.0,24.63,11.52,36.87
Enterobacter cloacae,Canada,2026.0,25.64,13.28,37.89
Enterobacter cloacae,Canada,2027.0,26.65,14.78,39.26
Enterobacter cloacae,Canada,2028.0,27.65,16.12,39.54
Enterobacter cloacae,Canada,2029.0,28.66,16.23,41.24
Enterobacter cloacae,Canada,2030.0,29.67,17.14,41.88
Enterobacter cloacae,France,2025.0,66.5,46.13,87.45
Enterobacter cloacae,France,2026.0,68.78,49.08,90.03
Enterobacter cloacae,France,2027.0,71.06,50.62,91.56
Enterobacter cloacae,France,2028.0,73.34,51.07,95.79
Enterobacter cloacae,France,2029.0,75.63,54.11,96.9
Enterobacter cloacae,France,2030.0,77.91,56.52,100.0
Enterobacter cloacae,Germany,2025.0,0.87,0.0,17.26
Enterobacter cloacae,Germany,2026.0,0.0,0.0,16.98
Enterobacter cloacae,Germany,2027.0,0.0,0.0,17.27
Enterobacter cloacae,Germany,2028.0,0.0,0.0,13.89
Enterobacter cloacae,Germany,2029.0,0.0,0.0,13.13
Enterobacter cloacae,Germany,2030.0,0.0,0.0,11.36
Enterobacter cloacae,Italy,2025.0,10.45,0.0,29.04
Enterobacter cloacae,Italy,2026.0,8.72,0.0,27.1
Enterobacter cloacae,Italy,2027.0,6.99,0.0,25.76
Enterobacter cloacae,Italy,2028.0,5.27,0.0,24.97
Enterobacter cloacae,Italy,2029.0,3.54,0.0,19.5
Enterobacter cloacae,Italy,2030.0,1.81,0.0,21.3
Enterobacter cloacae,Spain,2025.0,44.24,28.86,60.57
Enterobacter cloacae,Spain,2026.0,45.79,28.15,59.8
Enterobacter cloacae,Spain,2027.0,47.35,31.23,62.93
Enterobacter cloacae,Spain,2028.0,48.9,32.73,66.5
Enterobacter cloacae,Spain,2029.0,50.46,33.09,65.54
Enterobacter cloacae,Spain,2030.0,52.02,35.21,69.52
Enterobacter cloacae,United States,2025.0,43.27,27.2,60.04
Enterobacter cloacae,United States,2026.0,44.71,28.26,62.41
Enterobacter cloacae,United States,2027.0,46.16,28.18,61.4
Enterobacter cloacae,United States,2028.0,47.6,30.46,65.14
Enterobacter cloacae,United States,2029.0,49.05,33.08,66.13
Enterobacter cloacae,United States,2030.0,50.5,35.55,66.99
Enterococcus faecium,Canada,2025.0,98.66,85.2,100.0
Enterococcus faecium,Canada,2026.0,100.0,92.42,100.0
Enterococcus faecium,Canada,2027.0,100.0,96.72,100.0
Enterococcus faecium,Canada,2028.0,100.0,100.0,100.0
Enterococcus faecium,Canada,2029.0,100.0,100.0,100.0
Enterococcus faecium,Canada,2030.0,100.0,100.0,100.0
Enterococcus faecium,France,2025.0,100.0,69.85,100.0
Enterococcus faecium,France,2026.0,100.0,76.96,100.0
Enterococcus faecium,France,2027.0,100.0,83.55,100.0
Enterococcus faecium,France,2028.0,100.0,88.78,100.0
Enterococcus faecium,France,2029.0,100.0,95.19,100.0
Enterococcus faecium,France,2030.0,100.0,100.0,100.0
Enterococcus faecium,Germany,2025.0,100.0,90.59,100.0
Enterococcus faecium,Germany,2026.0,100.0,96.42,100.0
Enterococcus faecium,Germany,2027.0,100.0,99.72,100.0
Enterococcus faecium,Germany,2028.0,100.0,100.0,100.0
Enterococcus faecium,Germany,2029.0,100.0,100.0,100.0
Enterococcus faecium,Germany,2030.0,100.0,100.0,100.0
Enterococcus faecium,Italy,2025.0,100.0,83.12,100.0
Enterococcus faecium,Italy,2026.0,100.0,85.64,100.0
Enterococcus faecium,Italy,2027.0,100.0,93.62,100.0
Enterococcus faecium,Italy,2028.0,100.0,97.8,100.0
Enterococcus faecium,Italy,2029.0,100.0,100.0,100.0
Enterococcus faecium,Italy,2030.0,100.0,100.0,100.0
Enterococcus faecium,Spain,2025.0,98.77,80.92,100.0
Enterococcus faecium,Spain,2026.0,100.0,83.44,100.0
Enterococcus faecium,Spain,2027.0,100.0,93.28,100.0
Enterococcus faecium,Spain,2028.0,100.0,97.39,100.0
Enterococcus faecium,Spain,2029.0,100.0,100.0,100.0
Enterococcus faecium,Spain,2030.0,100.0,100.0,100.0
Enterococcus faecium,United States,2025.0,91.57,77.94,100.0
Enterococcus faecium,United States,2026.0,92.79,79.3,100.0
Enterococcus faecium,United States,2027.0,94.0,81.05,100.0
Enterococcus faecium,United States,2028.0,95.21,83.05,100.0
Enterococcus faecium,United States,2029.0,96.43,84.99,100.0
Enterococcus faecium,United States,2030.0,97.64,85.76,100.0
Staphylococcus epidermidis,Belgium,2025.0,93.44,73.52,100.0
Staphylococcus epidermidis,Belgium,2026.0,98.36,78.53,100.0
Staphylococcus epidermidis,Belgium,2027.0,100.0,84.28,100.0
Staphylococcus epidermidis,Belgium,2028.0,100.0,89.99,100.0
Staphylococcus epidermidis,Belgium,2029.0,100.0,95.03,100.0
Staphylococcus epidermidis,Belgium,2030.0,100.0,100.0,100.0
Staphylococcus epidermidis,France,2025.0,83.24,60.56,100.0
Staphylococcus epidermidis,France,2026.0,89.35,66.08,100.0
Staphylococcus epidermidis,France,2027.0,95.46,73.1,100.0
Staphylococcus epidermidis,France,2028.0,100.0,79.56,100.0
Staphylococcus epidermidis,France,2029.0,100.0,82.51,100.0
Staphylococcus epidermidis,France,2030.0,100.0,88.79,100.0
Staphylococcus epidermidis,Germany,2025.0,59.54,43.48,74.43
Staphylococcus epidermidis,Germany,2026.0,63.2,48.43,79.43
Staphylococcus epidermidis,Germany,2027.0,66.85,51.14,82.1
Staphylococcus epidermidis,Germany,2028.0,70.51,57.33,84.9
Staphylococcus epidermidis,Germany,2029.0,74.18,59.4,88.76
Staphylococcus epidermidis,Germany,2030.0,77.84,62.89,92.51
Staphylococcus epidermidis,Italy,2025.0,85.72,71.08,100.0
Staphylococcus epidermidis,Italy,2026.0,92.33,78.72,100.0
Staphylococcus epidermidis,Italy,2027.0,98.94,84.53,100.0
Staphylococcus epidermidis,Italy,2028.0,100.0,92.97,100.0
Staphylococcus epidermidis,Italy,2029.0,100.0,97.72,100.0
Staphylococcus epidermidis,Italy,2030.0,100.0,100.0,100.0
Staphylococcus epidermidis,Spain,2025.0,89.37,66.52,100.0
Staphylococcus epidermidis,Spain,2026.0,95.33,72.0,100.0
Staphylococcus epidermidis,Spain,2027.0,100.0,74.18,100.0
Staphylococcus epidermidis,Spain,2028.0,100.0,83.86,100.0
Staphylococcus epidermidis,Spain,2029.0,100.0,92.95,100.0
Staphylococcus epidermidis,Spain,2030.0,100.0,96.09,100.0
Staphylococcus epidermidis,United States,2025.0,50.77,40.31,61.31
Staphylococcus epidermidis,United States,2026.0,48.79,39.15,59.45
Staphylococcus epidermidis,United States,2027.0,46.82,35.6,58.2
Staphylococcus epidermidis,United States,2028.0,44.84,33.65,57.36
Staphylococcus epidermidis,United States,2029.0,42.86,32.26,53.26
Staphylococcus epidermidis,United States,2030.0,40.89,30.65,50.9
Serratia marcescens,France,2025.0,61.79,34.84,87.69
Serratia marcescens,France,2026.0,64.9,36.63,90.36
Serratia marcescens,France,2027.0,68.01,41.78,92.44
Serratia marcescens,France,2028.0,71.13,46.78,96.02
Serratia marcescens,France,2029.0,74.25,52.07,100.0
Serratia marcescens,France,2030.0,77.36,51.63,100.0
Serratia marcescens,Italy,2025.0,53.05,31.69,73.44
Serratia marcescens,Italy,2026.0,55.49,32.99,76.88
Serratia marcescens,Italy,2027.0,57.93,36.65,77.84
Serratia marcescens,Italy,2028.0,60.37,40.39,80.55
Serratia marcescens,Italy,2029.0,62.81,42.23,83.78
Serratia marcescens,Italy,2030.0,65.25,44.53,88.23
Serratia marcescens,Spain,2025.0,17.82,11.27,25.32
Serratia marcescens,Spain,2026.0,18.28,10.21,25.15
Serratia marcescens,Spain,2027.0,18.74,11.83,25.63
Serratia marcescens,Spain,2028.0,19.2,12.54,27.25
Serratia marcescens,Spain,2029.0,19.66,12.2,27.06
Serratia marcescens,Spain,2030.0,20.12,12.42,27.04
Serratia marcescens,United States,2025.0,41.38,22.87,61.77
Serratia marcescens,United States,2026.0,42.89,22.96,62.96
Serratia marcescens,United States,2027.0,44.41,23.1,62.87
Serratia marcescens,United States,2028.0,45.92,25.26,65.53
Serratia marcescens,United States,2029.0,47.44,29.05,68.64
Serratia marcescens,United States,2030.0,48.96,30.55,68.3
Streptococcus pneumoniae,Australia,2025.0,5.93,0.0,13.53
Streptococcus pneumoniae,Australia,2026.0,6.03,0.0,13.12
Streptococcus pneumoniae,Australia,2027.0,6.14,0.0,13.38
Streptococcus pneumoniae,Australia,2028.0,6.24,0.0,13.46
Streptococcus pneumoniae,Australia,2029.0,6.34,0.0,13.02
Streptococcus pneumoniae,Australia,2030.0,6.45,0.0,14.24
Streptococcus pneumoniae,Belgium,2025.0,7.9,0.0,16.56
Streptococcus pneumoniae,Belgium,2026.0,7.98,0.0,16.86
Streptococcus pneumoniae,Belgium,2027.0,8.07,0.0,16.23
Streptococcus pneumoniae,Belgium,2028.0,8.15,0.0,17.02
Streptococcus pneumoniae,Belgium,2029.0,8.23,0.0,16.7
Streptococcus pneumoniae,Belgium,2030.0,8.31,0.44,17.78
Streptococcus pneumoniae,Canada,2025.0,9.71,1.51,17.75
Streptococcus pneumoniae,Canada,2026.0,9.92,1.47,17.89
Streptococcus pneumoniae,Canada,2027.0,10.13,2.43,18.03
Streptococcus pneumoniae,Canada,2028.0,10.34,1.53,17.19
Streptococcus pneumoniae,Canada,2029.0,10.55,1.63,18.24
Streptococcus pneumoniae,Canada,2030.0,10.76,2.14,19.74
Streptococcus pneumoniae,Croatia,2025.0,5.22,0.0,15.37
Streptococcus pneumoniae,Croatia,2026.0,4.1,0.0,13.52
Streptococcus pneumoniae,Croatia,2027.0,2.99,0.0,13.27
Streptococcus pneumoniae,Croatia,2028.0,1.87,0.0,11.46
Streptococcus pneumoniae,Croatia,2029.0,0.76,0.0,10.13
Streptococcus pneumoniae,Croatia,2030.0,0.0,0.0,10.2
Streptococcus pneumoniae,France,2025.0,20.67,7.27,33.62
Streptococcus pneumoniae,France,2026.0,20.38,6.14,34.25
Streptococcus pneumoniae,France,2027.0,20.08,4.9,34.38
Streptococcus pneumoniae,France,2028.0,19.79,5.15,32.43
Streptococcus pneumoniae,France,2029.0,19.49,5.38,34.28
Streptococcus pneumoniae,France,2030.0,19.2,3.95,32.94
Streptococcus pneumoniae,Germany,2025.0,1.73,0.0,5.5
Streptococcus pneumoniae,Germany,2026.0,1.58,0.0,5.46
Streptococcus pneumoniae,Germany,2027.0,1.43,0.0,5.18
Streptococcus pneumoniae,Germany,2028.0,1.29,0.0,5.3
Streptococcus pneumoniae,Germany,2029.0,1.14,0.0,4.91
Streptococcus pneumoniae,Germany,2030.0,0.99,0.0,4.41
Streptococcus pneumoniae,Israel,2025.0,14.27,4.29,22.93
Streptococcus pneumoniae,Israel,2026.0,14.45,4.25,23.89
Streptococcus pneumoniae,Israel,2027.0,14.62,5.31,23.92
Streptococcus pneumoniae,Israel,2028.0,14.79,5.45,24.2
Streptococcus pneumoniae,Israel,2029.0,14.96,5.33,24.28
Streptococcus pneumoniae,Israel,2030.0,15.14,5.56,24.11
Streptococcus pneumoniae,Italy,2025.0,9.01,0.91,16.36
Streptococcus pneumoniae,Italy,2026.0,9.09,2.11,15.58
Streptococcus pneumoniae,Italy,2027.0,9.18,1.43,15.97
Streptococcus pneumoniae,Italy,2028.0,9.26,2.22,16.81
Streptococcus pneumoniae,Italy,2029.0,9.35,2.68,17.12
Streptococcus pneumoniae,Italy,2030.0,9.44,2.34,17.02
Streptococcus pneumoniae,Portugal,2025.0,12.44,5.1,19.09
Streptococcus pneumoniae,Portugal,2026.0,12.93,6.51,20.28
Streptococcus pneumoniae,Portugal,2027.0,13.41,5.88,20.39
Streptococcus pneumoniae,Portugal,2028.0,13.9,6.29,21.15
Streptococcus pneumoniae,Portugal,2029.0,14.39,7.04,21.4
Streptococcus pneumoniae,Portugal,2030.0,14.87,7.7,21.0
Streptococcus pneumoniae,Spain,2025.0,11.43,3.97,18.3
Streptococcus pneumoniae,Spain,2026.0,11.1,3.95,19.29
Streptococcus pneumoniae,Spain,2027.0,10.76,2.65,17.76
Streptococcus pneumoniae,Spain,2028.0,10.43,3.02,17.7
Streptococcus pneumoniae,Spain,2029.0,10.1,2.7,17.54
Streptococcus pneumoniae,Spain,2030.0,9.76,2.08,17.44
Streptococcus pneumoniae,United Kingdom,2025.0,0.08,0.0,1.98
Streptococcus pneumoniae,United Kingdom,2026.0,0.0,0.0,1.73
Streptococcus pneumoniae,United Kingdom,2027.0,0.0,0.0,1.53
Streptococcus pneumoniae,United Kingdom,2028.0,0.0,0.0,1.81
Streptococcus pneumoniae,United Kingdom,2029.0,0.0,0.0,1.45
Streptococcus pneumoniae,United Kingdom,2030.0,0.0,0.0,1.4
Streptococcus pneumoniae,United States,2025.0,11.34,5.07,17.08
Streptococcus pneumoniae,United States,2026.0,11.1,4.04,18.11
Streptococcus pneumoniae,United States,2027.0,10.85,4.61,17.66
Streptococcus pneumoniae,United States,2028.0,10.61,4.01,17.15
Streptococcus pneumoniae,United States,2029.0,10.37,3.07,17.48
Streptococcus pneumoniae,United States,2030.0,10.12,2.77,16.82
Haemophilus influenzae,United States,2025.0,0.0,0.0,1.24
Haemophilus influenzae,United States,2026.0,0.0,0.0,0.82
Haemophilus influenzae,United States,2027.0,0.0,0.0,0.74
Haemophilus influenzae,United States,2028.0,0.0,0.0,0.57
Haemophilus influenzae,United States,2029.0,0.0,0.0,0.56
Haemophilus influenzae,United States,2030.0,0.0,0.0,0.58
